genome,completeness,contamination,strain_heterogeneity,length,N50
Aluwihare_DNA6_bin.281.fa,38.86,0.0,0.0,572407,2289
Aluwihare_DNA6_bin.283.fa,86.75,2.8,60.0,2880990,7053
Aluwihare_DNA6_bin.285.fa,37.05,1.45,66.67,590249,3427
Aluwihare_DNA6_bin.288.fa,64.89,0.84,0.0,2461119,3876
Aluwihare_DNA6_bin.29.fa,96.55,6.9,6.67,2663038,10814
Aluwihare_DNA6_bin.293.fa,77.11,2.99,20.0,2005512,5426
Aluwihare_DNA6_bin.297.fa,0.0,0.0,0.0,296977,8281
Aluwihare_DNA6_bin.298.fa,88.76,2.0,90.0,2133486,5831
Aluwihare_DNA6_bin.30.fa,92.8,2.68,33.33,2826884,63097
Aluwihare_DNA6_bin.305.fa,29.62,3.45,0.0,253552,4334
Aluwihare_DNA6_bin.307.fa,32.7,1.1,0.0,1053306,2384
Aluwihare_DNA6_bin.308.fa,0.0,0.0,0.0,629240,2803
Aluwihare_DNA6_bin.311.fa,82.99,1.94,0.0,1178325,5725
Aluwihare_DNA6_bin.313.fa,93.08,2.42,16.67,2199656,21156
Aluwihare_DNA6_bin.32.fa,2.91,0.0,0.0,461124,21541
Aluwihare_DNA6_bin.320.fa,25.34,0.0,0.0,928098,2191
Aluwihare_DNA6_bin.324.fa,8.33,0.0,0.0,360726,2083
Aluwihare_DNA6_bin.326.fa,0.0,0.0,0.0,346100,61067
Aluwihare_DNA6_bin.329.fa,0.0,0.0,0.0,323359,323359
Aluwihare_DNA6_bin.330.fa,76.41,2.01,25.0,1197342,3354
Aluwihare_DNA6_bin.332.fa,23.0,0.0,0.0,600611,2033
Aluwihare_DNA6_bin.336.fa,76.6,0.18,100.0,1130310,20568
Aluwihare_DNA6_bin.34.fa,0.0,0.0,0.0,276344,56870
Aluwihare_DNA6_bin.345.fa,80.32,1.58,0.0,1384884,34098
Aluwihare_DNA6_bin.347.fa,40.13,1.72,100.0,1547926,2974
Aluwihare_DNA6_bin.348.fa,94.4,0.95,0.0,1635159,55359
Aluwihare_DNA6_bin.351.fa,71.16,2.37,77.78,2376331,4305
Aluwihare_DNA6_bin.360.fa,4.17,0.0,0.0,370656,2541
Aluwihare_DNA6_bin.364.fa,0.31,0.0,0.0,231308,12102
Aluwihare_DNA6_bin.366.fa,0.0,0.0,0.0,1149765,2706
Aluwihare_DNA6_bin.369.fa,30.6,0.46,0.0,782505,2398
Aluwihare_DNA6_bin.370.fa,0.0,0.0,0.0,398189,5786
Aluwihare_DNA6_bin.372.fa,43.35,2.59,50.0,1226980,2307
Aluwihare_DNA6_bin.376.fa,10.34,1.72,100.0,1171829,2263
Aluwihare_DNA6_bin.385.fa,0.0,0.0,0.0,275702,33173
Aluwihare_DNA6_bin.387.fa,0.0,0.0,0.0,347837,17272
Aluwihare_DNA6_bin.388.fa,53.52,0.53,100.0,1680880,2894
Aluwihare_DNA6_bin.39.fa,96.7,0.55,0.0,2077944,49749
Aluwihare_DNA6_bin.391.fa,47.62,0.0,0.0,562263,5514
Aluwihare_DNA6_bin.4.fa,44.87,6.79,0.0,807222,9031
Aluwihare_DNA6_bin.407.fa,70.79,0.0,0.0,978365,618976
Aluwihare_DNA6_bin.408.fa,3.54,2.31,15.38,216696,11105
Aluwihare_DNA6_bin.411.fa,58.09,0.0,0.0,675455,172152
Aluwihare_DNA6_bin.413.fa,83.12,0.0,0.0,1431346,31496
Aluwihare_DNA6_bin.422.fa,75.09,0.1,0.0,973350,15146
Aluwihare_DNA6_bin.424.fa,67.71,1.72,0.0,1248452,4700
Aluwihare_DNA6_bin.426.fa,0.0,0.0,0.0,202532,4937
Aluwihare_DNA6_bin.429.fa,45.49,0.41,0.0,883986,5130
Aluwihare_DNA6_bin.430.fa,49.14,8.62,0.0,2570944,4428
Aluwihare_DNA6_bin.432.fa,49.14,0.0,0.0,766685,4110
Aluwihare_DNA6_bin.434.fa,60.17,8.97,0.0,2025895,2582
Aluwihare_DNA6_bin.439.fa,31.19,0.0,0.0,682249,2457
Aluwihare_DNA6_bin.45.fa,32.41,9.48,11.11,349038,3280
Aluwihare_DNA6_bin.47.fa,6.14,0.88,0.0,753563,3116
Aluwihare_DNA6_bin.48.fa,0.0,0.0,0.0,289850,24194
Aluwihare_DNA6_bin.51.fa,0.0,0.0,0.0,343221,2490
Aluwihare_DNA6_bin.53.fa,98.65,4.73,14.29,2849959,34963
Aluwihare_DNA6_bin.6.fa,18.2,0.0,0.0,1488211,1853
Aluwihare_DNA6_bin.62.fa,74.48,0.0,0.0,1642009,14773
Aluwihare_DNA6_bin.64.fa,90.17,2.99,50.0,2009616,38663
Aluwihare_DNA6_bin.66.fa,49.22,1.72,100.0,2966272,3053
Aluwihare_DNA6_bin.69.fa,39.75,0.0,0.0,759618,4667
Aluwihare_DNA6_bin.70.fa,89.11,6.41,90.0,2247209,39241
Aluwihare_DNA6_bin.72.fa,26.32,0.0,0.0,889262,2075
Aluwihare_DNA6_bin.74.fa,64.07,0.0,0.0,832189,206470
Aluwihare_DNA6_bin.79.fa,37.12,0.91,50.0,1085934,2643
Aluwihare_DNA6_bin.85.fa,49.09,0.91,0.0,1375420,157562
Aluwihare_DNA6_bin.87.fa,58.57,1.74,0.0,2740967,2823
Aluwihare_DNA6_bin.88.fa,44.83,0.0,0.0,621367,3577
Aluwihare_DNA6_bin.9.fa,20.83,0.0,0.0,305222,3844
Aluwihare_DNA6_bin.91.fa,2.91,0.0,0.0,493363,82285
Aluwihare_DNA6_bin.93.fa,61.55,0.0,0.0,1226461,6578
Aluwihare_DNA7_bin.10.fa,34.14,1.46,12.5,1073897,3905
Aluwihare_DNA7_bin.101.fa,4.17,0.0,0.0,307376,55527
Aluwihare_DNA7_bin.103.fa,0.0,0.0,0.0,736695,2731
Aluwihare_DNA7_bin.115.fa,79.29,0.57,50.0,1050170,15256
Aluwihare_DNA7_bin.117.fa,75.18,1.23,28.57,2619293,10578
Aluwihare_DNA7_bin.118.fa,57.05,1.72,0.0,2827243,5351
Aluwihare_DNA7_bin.12.fa,86.32,1.17,22.22,2084521,5237
Aluwihare_DNA7_bin.120.fa,78.63,4.76,0.0,1212638,9860
Aluwihare_DNA7_bin.122.fa,94.12,0.0,0.0,2937136,79171
Aluwihare_DNA7_bin.124.fa,72.14,7.97,3.7,2605090,4058
Aluwihare_DNA7_bin.136.fa,94.66,0.95,0.0,1651115,26443
Aluwihare_DNA7_bin.139.fa,0.0,0.0,0.0,264103,47188
Aluwihare_DNA7_bin.141.fa,91.03,2.36,0.0,2058416,6824
Aluwihare_DNA7_bin.143.fa,81.73,2.99,0.0,2056971,12516
Aluwihare_DNA7_bin.155.fa,94.07,0.84,0.0,3017676,81679
Aluwihare_DNA7_bin.157.fa,91.06,3.85,20.0,2095738,28769
Aluwihare_DNA7_bin.158.fa,88.4,3.59,50.0,2389351,12057
Aluwihare_DNA7_bin.160.fa,41.56,1.75,100.0,288840,6455
Aluwihare_DNA7_bin.162.fa,4.17,0.0,0.0,420246,27749
Aluwihare_DNA7_bin.169.fa,56.82,0.0,0.0,860414,4623
Aluwihare_DNA7_bin.172.fa,88.01,0.68,100.0,1668452,21760
Aluwihare_DNA7_bin.174.fa,84.86,0.94,33.33,3028572,16857
Aluwihare_DNA7_bin.176.fa,65.1,0.0,0.0,801787,55022
Aluwihare_DNA7_bin.179.fa,41.38,0.0,0.0,1973843,3133
Aluwihare_DNA7_bin.181.fa,36.45,0.23,100.0,1967702,3103
Aluwihare_DNA7_bin.183.fa,0.0,0.0,0.0,350498,3740
Aluwihare_DNA7_bin.195.fa,0.0,0.0,0.0,210214,46461
Aluwihare_DNA7_bin.197.fa,3.54,0.58,0.0,247988,21785
Aluwihare_DNA7_bin.198.fa,90.93,3.67,66.67,1926507,32035
Aluwihare_DNA7_bin.200.fa,83.48,4.33,0.0,3864912,5846
Aluwihare_DNA7_bin.202.fa,85.32,2.14,33.33,2018960,48569
Aluwihare_DNA7_bin.21.fa,75.67,3.9,8.33,1637185,4789
Aluwihare_DNA7_bin.214.fa,0.0,0.0,0.0,358151,76600
Aluwihare_DNA7_bin.216.fa,54.21,6.6,0.0,1496254,2633
Aluwihare_DNA7_bin.221.fa,93.68,1.28,0.0,2254674,49222
Aluwihare_DNA7_bin.223.fa,88.4,0.85,0.0,1869397,34487
Aluwihare_DNA7_bin.227.fa,78.32,2.04,0.0,1566024,15731
Aluwihare_DNA7_bin.231.fa,67.24,0.0,0.0,1160624,13387
Aluwihare_DNA7_bin.235.fa,0.0,0.0,0.0,319115,319115
Aluwihare_DNA7_bin.237.fa,80.9,0.53,100.0,1211302,22408
Aluwihare_DNA7_bin.238.fa,0.0,0.0,0.0,222011,27668
Aluwihare_DNA7_bin.240.fa,32.76,0.0,0.0,601712,3413
Aluwihare_DNA7_bin.242.fa,0.0,0.0,0.0,230133,15626
Aluwihare_DNA7_bin.254.fa,0.0,0.0,0.0,277016,3937
Aluwihare_DNA7_bin.256.fa,0.47,0.0,0.0,201393,176104
Aluwihare_DNA7_bin.259.fa,8.33,0.0,0.0,579889,39393
Aluwihare_DNA7_bin.263.fa,55.28,0.0,0.0,725513,9197
Aluwihare_DNA7_bin.267.fa,0.0,0.0,0.0,228249,22476
Aluwihare_DNA7_bin.27.fa,95.05,2.75,0.0,2140566,12742
Aluwihare_DNA7_bin.271.fa,81.31,2.66,58.33,1496231,5354
Aluwihare_DNA7_bin.275.fa,20.86,0.0,0.0,395214,2390
Aluwihare_DNA7_bin.277.fa,0.0,0.0,0.0,336554,3421
Aluwihare_DNA7_bin.278.fa,5.26,0.0,0.0,561774,1964
Aluwihare_DNA7_bin.28.fa,93.54,2.41,0.0,2607415,26819
Aluwihare_DNA7_bin.280.fa,12.07,0.0,0.0,375566,1935
Aluwihare_DNA7_bin.282.fa,43.97,9.48,85.71,3698497,4397
Aluwihare_DNA7_bin.294.fa,51.35,2.97,100.0,586107,5367
Aluwihare_DNA7_bin.296.fa,33.81,0.84,0.0,1405795,2528
Aluwihare_DNA7_bin.299.fa,0.0,0.0,0.0,245455,13570
Aluwihare_DNA7_bin.302.fa,31.43,1.85,0.0,1167337,3047
Aluwihare_DNA7_bin.306.fa,36.11,1.34,0.0,1254512,2194
Aluwihare_DNA7_bin.309.fa,56.62,0.99,100.0,496047,8003
Aluwihare_DNA7_bin.31.fa,3.51,0.43,0.0,218332,212873
Aluwihare_DNA7_bin.310.fa,0.0,0.0,0.0,221034,28143
Aluwihare_DNA7_bin.312.fa,0.0,0.0,0.0,231189,6709
Aluwihare_DNA7_bin.314.fa,38.79,0.0,0.0,607329,3354
Aluwihare_DNA7_bin.319.fa,77.71,0.0,0.0,1048960,50832
Aluwihare_DNA7_bin.325.fa,93.78,0.0,0.0,2547121,8595
Aluwihare_DNA7_bin.327.fa,42.63,1.96,14.29,1180678,2665
Aluwihare_DNA7_bin.328.fa,27.74,0.0,0.0,935669,5864
Aluwihare_DNA7_bin.33.fa,6.66,0.0,0.0,288551,2087
Aluwihare_DNA7_bin.331.fa,78.1,5.03,16.67,5109773,6759
Aluwihare_DNA7_bin.333.fa,2.16,0.0,0.0,213111,26489
Aluwihare_DNA7_bin.342.fa,3.91,0.93,0.0,837145,1871
Aluwihare_DNA7_bin.344.fa,0.0,0.0,0.0,319910,18050
Aluwihare_DNA7_bin.346.fa,85.91,6.47,0.0,1704738,19785
Aluwihare_DNA7_bin.349.fa,31.58,0.0,0.0,679139,2820
Aluwihare_DNA7_bin.352.fa,8.33,0.0,0.0,1140364,2194
Aluwihare_DNA7_bin.354.fa,76.31,1.71,50.0,1531564,7447
Aluwihare_DNA7_bin.359.fa,34.21,0.0,0.0,723407,2477
Aluwihare_DNA7_bin.365.fa,63.17,0.99,0.0,704450,18365
Aluwihare_DNA7_bin.367.fa,4.91,0.5,0.0,429493,12455
Aluwihare_DNA7_bin.368.fa,91.12,1.26,50.0,2508058,14182
Aluwihare_DNA7_bin.37.fa,22.1,0.32,50.0,439900,1982
Aluwihare_DNA7_bin.371.fa,72.87,4.89,30.0,1944720,4637
Aluwihare_DNA7_bin.373.fa,48.76,1.24,33.33,896640,3056
Aluwihare_DNA7_bin.382.fa,11.21,0.0,0.0,310064,2094
Aluwihare_DNA7_bin.386.fa,82.95,3.81,23.53,2591835,4894
Aluwihare_DNA7_bin.390.fa,2.68,0.0,0.0,513340,175685
Aluwihare_DNA7_bin.392.fa,27.19,2.82,100.0,327475,5006
Aluwihare_DNA7_bin.399.fa,35.18,6.03,0.0,438784,3533
Aluwihare_DNA7_bin.4.fa,0.0,0.0,0.0,214090,4890
Aluwihare_DNA7_bin.400.fa,58.85,4.1,0.0,3198657,2679
Aluwihare_DNA7_bin.404.fa,15.52,3.45,33.33,977483,2382
Aluwihare_DNA7_bin.406.fa,0.0,0.0,0.0,209250,6485
Aluwihare_DNA7_bin.409.fa,34.1,5.84,16.0,1563574,1847
Aluwihare_DNA7_bin.412.fa,29.59,0.0,0.0,1095807,8333
Aluwihare_DNA7_bin.416.fa,87.24,0.0,0.0,2089071,66090
Aluwihare_DNA7_bin.425.fa,5.85,0.43,0.0,425117,28164
Aluwihare_DNA7_bin.427.fa,91.61,3.16,20.0,2127052,14413
Aluwihare_DNA7_bin.428.fa,0.0,0.0,0.0,206567,23323
Aluwihare_DNA7_bin.431.fa,75.98,8.12,17.65,1668919,3897
Aluwihare_DNA7_bin.433.fa,71.64,3.6,62.5,1082472,5359
Aluwihare_DNA7_bin.440.fa,9.8,0.0,0.0,236313,2085
Aluwihare_DNA7_bin.444.fa,0.0,0.0,0.0,235080,4651
Aluwihare_DNA7_bin.446.fa,49.44,5.32,0.0,1963196,1974
Aluwihare_DNA7_bin.449.fa,51.34,1.64,100.0,1281804,3456
Aluwihare_DNA7_bin.450.fa,18.73,0.0,0.0,1144609,2066
Aluwihare_DNA7_bin.46.fa,20.34,2.07,0.0,955854,1935
Aluwihare_DNA7_bin.49.fa,67.25,5.13,10.0,2611818,4449
Aluwihare_DNA7_bin.52.fa,62.01,3.0,42.86,1876405,3137
Aluwihare_DNA7_bin.6.fa,66.81,0.0,0.0,948449,4824
Aluwihare_DNA7_bin.61.fa,31.27,1.72,0.0,576759,2439
Aluwihare_DNA7_bin.65.fa,27.59,1.72,0.0,724231,2746
Aluwihare_DNA7_bin.67.fa,60.23,0.85,0.0,865751,690260
Aluwihare_DNA7_bin.68.fa,71.5,0.69,50.0,2415483,17020
Aluwihare_DNA7_bin.71.fa,1.97,0.5,0.0,297833,4636
Aluwihare_DNA7_bin.73.fa,2.11,0.0,0.0,392402,122327
Aluwihare_DNA7_bin.77.fa,55.92,0.0,0.0,805480,3655
Aluwihare_DNA7_bin.84.fa,19.31,1.72,0.0,635822,1660
Aluwihare_DNA7_bin.86.fa,61.89,1.68,11.11,2225684,2942
Aluwihare_DNA7_bin.89.fa,3.04,0.5,0.0,402630,7066
Aluwihare_DNA7_bin.9.fa,82.18,1.71,0.0,1990742,6404
Aluwihare_DNA7_bin.90.fa,60.72,1.57,33.33,2099862,3511
Aluwihare_DNA7_bin.92.fa,0.0,0.0,0.0,392168,15281
Aluwihare_DNA8_bin.10.fa,25.31,0.0,0.0,351022,6686
Aluwihare_DNA8_bin.100.fa,39.0,8.73,21.28,1848478,2226
Aluwihare_DNA8_bin.104.fa,62.2,1.72,0.0,482688,11387
Aluwihare_DNA8_bin.109.fa,28.82,0.0,0.0,432340,4418
Aluwihare_DNA8_bin.112.fa,4.17,0.0,0.0,318579,2585
Aluwihare_DNA8_bin.114.fa,47.71,1.31,0.0,452707,6988
Aluwihare_DNA8_bin.116.fa,98.02,0.0,0.0,2954607,200975
Aluwihare_DNA8_bin.119.fa,7.45,0.47,0.0,671962,2680
Aluwihare_DNA8_bin.12.fa,25.86,0.0,0.0,704066,5267
Aluwihare_DNA8_bin.121.fa,71.4,5.21,9.09,2794970,6135
Aluwihare_DNA8_bin.123.fa,0.0,0.0,0.0,200068,7352
Aluwihare_DNA8_bin.135.fa,41.48,0.0,0.0,916457,12448
Aluwihare_DNA8_bin.137.fa,0.0,0.0,0.0,218037,6122
Aluwihare_DNA8_bin.138.fa,14.66,0.0,0.0,820115,2278
Aluwihare_DNA8_bin.140.fa,34.24,8.6,0.0,2958596,1674
Aluwihare_DNA8_bin.142.fa,51.02,2.41,5.56,1590084,2441
Aluwihare_DNA8_bin.144.fa,3.76,0.0,0.0,316420,4249
Aluwihare_DNA8_bin.149.fa,68.64,0.85,100.0,1068919,6622
Aluwihare_DNA8_bin.152.fa,5.85,0.43,0.0,437761,43520
Aluwihare_DNA8_bin.154.fa,82.32,1.03,100.0,1067784,14432
Aluwihare_DNA8_bin.156.fa,0.0,0.0,0.0,303677,86273
Aluwihare_DNA8_bin.159.fa,0.0,0.0,0.0,257546,100641
Aluwihare_DNA8_bin.161.fa,76.4,0.0,0.0,1080716,8871
Aluwihare_DNA8_bin.163.fa,77.18,2.63,50.0,1415593,4533
Aluwihare_DNA8_bin.175.fa,91.95,5.25,12.5,3961266,12746
Aluwihare_DNA8_bin.177.fa,79.14,0.0,0.0,1274397,47459
Aluwihare_DNA8_bin.178.fa,49.94,1.72,0.0,2869767,6381
Aluwihare_DNA8_bin.180.fa,0.0,0.0,0.0,284297,56929
Aluwihare_DNA8_bin.182.fa,91.96,0.84,0.0,2533177,59060
Aluwihare_DNA8_bin.184.fa,80.34,2.14,0.0,1746455,67002
Aluwihare_DNA8_bin.189.fa,0.0,0.0,0.0,558263,6583
Aluwihare_DNA8_bin.19.fa,6.25,8.56,0.0,412350,8682
Aluwihare_DNA8_bin.192.fa,55.12,7.92,100.0,748720,43390
Aluwihare_DNA8_bin.194.fa,64.07,0.0,0.0,832053,241633
Aluwihare_DNA8_bin.196.fa,96.7,1.1,100.0,2063458,63884
Aluwihare_DNA8_bin.199.fa,32.76,0.0,0.0,402669,2682
Aluwihare_DNA8_bin.2.fa,4.17,0.0,0.0,651468,2751
Aluwihare_DNA8_bin.203.fa,0.0,0.0,0.0,225031,16114
Aluwihare_DNA8_bin.207.fa,69.48,0.0,0.0,890726,46741
Aluwihare_DNA8_bin.211.fa,38.83,1.92,0.0,893109,2216
Aluwihare_DNA8_bin.215.fa,88.51,2.3,100.0,6016815,8214
Aluwihare_DNA8_bin.217.fa,58.79,0.0,0.0,455958,4697
Aluwihare_DNA8_bin.218.fa,93.71,2.75,33.33,2470146,20419
Aluwihare_DNA8_bin.220.fa,58.42,0.98,50.0,1229886,5883
Aluwihare_DNA8_bin.222.fa,0.63,0.0,0.0,204955,59828
Aluwihare_DNA8_bin.234.fa,0.0,0.0,0.0,305654,9164
Aluwihare_DNA8_bin.236.fa,0.0,0.0,0.0,339605,96937
Aluwihare_DNA8_bin.239.fa,0.0,0.0,0.0,236039,50533
Aluwihare_DNA8_bin.241.fa,75.3,2.68,45.45,1529585,13569
Aluwihare_DNA8_bin.243.fa,2.91,0.0,0.0,494335,266052
Aluwihare_DNA8_bin.247.fa,0.0,0.0,0.0,407603,7167
Aluwihare_DNA8_bin.25.fa,76.91,2.87,33.33,3618188,12487
Aluwihare_DNA8_bin.251.fa,58.09,0.0,0.0,676684,345241
Aluwihare_DNA8_bin.255.fa,92.46,8.3,8.89,2975787,10990
Aluwihare_DNA8_bin.257.fa,48.2,2.04,66.67,2917330,5737
Aluwihare_DNA8_bin.258.fa,4.17,0.0,0.0,528695,2352
Aluwihare_DNA8_bin.262.fa,3.04,0.0,0.0,416501,111884
Aluwihare_DNA8_bin.27.fa,84.62,1.76,40.0,1827959,46128
Aluwihare_DNA8_bin.274.fa,35.41,7.12,78.57,2054095,3415
Aluwihare_DNA8_bin.276.fa,5.4,0.09,0.0,211851,6199
Aluwihare_DNA8_bin.279.fa,2.97,0.0,0.0,439923,353731
Aluwihare_DNA8_bin.28.fa,78.12,0.0,0.0,952711,21097
Aluwihare_DNA8_bin.281.fa,79.14,4.73,21.74,2599997,4939
Aluwihare_DNA8_bin.283.fa,4.17,0.0,0.0,879437,1972
Aluwihare_DNA8_bin.287.fa,0.0,0.0,0.0,377751,34851
Aluwihare_DNA8_bin.291.fa,4.91,0.0,0.0,359136,6711
Aluwihare_DNA8_bin.295.fa,4.17,0.0,0.0,233199,4326
Aluwihare_DNA8_bin.297.fa,0.0,0.0,0.0,229391,7237
Aluwihare_DNA8_bin.298.fa,84.82,2.05,33.33,3965929,6679
Aluwihare_DNA8_bin.305.fa,0.0,0.0,0.0,923772,3294
Aluwihare_DNA8_bin.307.fa,92.77,6.36,12.5,2758007,12297
Aluwihare_DNA8_bin.308.fa,25.47,4.74,0.0,861500,2040
Aluwihare_DNA8_bin.31.fa,35.17,8.97,57.14,3802770,2343
Aluwihare_DNA8_bin.311.fa,93.28,0.0,0.0,2922235,79211
Aluwihare_DNA8_bin.313.fa,0.83,0.14,100.0,275739,10772
Aluwihare_DNA8_bin.322.fa,37.7,0.0,0.0,754912,2284
Aluwihare_DNA8_bin.324.fa,35.34,0.0,0.0,626359,3714
Aluwihare_DNA8_bin.326.fa,22.57,1.72,0.0,454493,6743
Aluwihare_DNA8_bin.329.fa,69.29,8.23,15.79,1147908,6086
Aluwihare_DNA8_bin.33.fa,52.55,2.64,46.15,916798,2952
Aluwihare_DNA8_bin.330.fa,0.0,0.0,0.0,717435,3610
Aluwihare_DNA8_bin.332.fa,1.92,0.0,0.0,213627,17251
Aluwihare_DNA8_bin.334.fa,88.56,4.6,40.0,2068573,12890
Aluwihare_DNA8_bin.339.fa,30.91,1.32,16.67,752864,2079
Aluwihare_DNA8_bin.345.fa,88.89,1.5,50.0,2021603,63955
Aluwihare_DNA8_bin.351.fa,10.53,0.0,0.0,475711,2198
Aluwihare_DNA8_bin.353.fa,90.46,1.28,0.0,2031192,89698
Aluwihare_DNA8_bin.362.fa,0.0,0.0,0.0,206825,47608
Aluwihare_DNA8_bin.364.fa,4.17,0.0,0.0,761678,3723
Aluwihare_DNA8_bin.366.fa,42.46,1.08,0.0,1333009,2542
Aluwihare_DNA8_bin.369.fa,70.85,3.45,0.0,3076656,13464
Aluwihare_DNA8_bin.370.fa,0.0,0.0,0.0,434352,6803
Aluwihare_DNA8_bin.372.fa,81.82,5.13,42.86,2131840,9260
Aluwihare_DNA8_bin.379.fa,11.48,0.35,0.0,1017193,1985
Aluwihare_DNA8_bin.385.fa,94.44,0.75,66.67,1676456,33868
Aluwihare_DNA8_bin.387.fa,92.8,1.79,0.0,2793960,105610
Aluwihare_DNA8_bin.388.fa,1.73,0.0,0.0,478205,85853
Aluwihare_DNA8_bin.391.fa,32.73,0.0,0.0,336402,99112
Aluwihare_DNA8_bin.405.fa,79.78,4.68,58.33,3550488,5635
Aluwihare_DNA8_bin.407.fa,97.41,0.0,0.0,1755294,90581
Aluwihare_DNA8_bin.408.fa,91.22,1.71,0.0,2220171,32512
Aluwihare_DNA8_bin.411.fa,66.55,0.0,0.0,1702055,13111
Aluwihare_DNA8_bin.413.fa,19.12,0.0,0.0,1130244,18608
Aluwihare_DNA8_bin.42.fa,57.73,2.18,62.5,959345,3448
Aluwihare_DNA8_bin.424.fa,60.23,0.85,0.0,864096,848388
Aluwihare_DNA8_bin.426.fa,25.46,0.0,0.0,243196,146236
Aluwihare_DNA8_bin.429.fa,50.16,0.86,0.0,1245021,3419
Aluwihare_DNA8_bin.430.fa,21.16,1.72,0.0,2967104,7128
Aluwihare_DNA8_bin.432.fa,71.11,6.02,42.86,2020284,4384
Aluwihare_DNA8_bin.436.fa,0.0,0.0,0.0,383822,21317
Aluwihare_DNA8_bin.44.fa,73.39,0.85,0.0,2533651,12248
Aluwihare_DNA8_bin.445.fa,3.54,0.44,0.0,232805,19464
Aluwihare_DNA8_bin.447.fa,1.88,0.0,0.0,952866,2702
Aluwihare_DNA8_bin.448.fa,58.12,0.0,0.0,662356,13091
Aluwihare_DNA8_bin.453.fa,48.62,0.0,0.0,798004,5043
Aluwihare_DNA8_bin.46.fa,27.19,0.0,0.0,386197,3910
Aluwihare_DNA8_bin.460.fa,51.92,1.4,0.0,2174731,2622
Aluwihare_DNA8_bin.464.fa,67.1,0.59,0.0,993484,23237
Aluwihare_DNA8_bin.466.fa,88.76,1.14,66.67,3402437,21023
Aluwihare_DNA8_bin.469.fa,0.0,0.0,0.0,362751,69258
Aluwihare_DNA8_bin.470.fa,89.02,0.0,0.0,1617873,30556
Aluwihare_DNA8_bin.472.fa,84.33,3.45,50.0,805092,36021
Aluwihare_DNA8_bin.476.fa,75.35,0.43,0.0,2426079,12027
Aluwihare_DNA8_bin.485.fa,92.45,2.9,36.36,1597438,18198
Aluwihare_DNA8_bin.487.fa,73.19,5.01,25.0,2157915,8757
Aluwihare_DNA8_bin.488.fa,0.0,0.0,0.0,333446,43885
Aluwihare_DNA8_bin.49.fa,12.93,0.0,0.0,566156,2054
Aluwihare_DNA8_bin.491.fa,61.13,1.72,100.0,965629,5872
Aluwihare_DNA8_bin.493.fa,16.67,0.0,0.0,330381,26382
Aluwihare_DNA8_bin.50.fa,8.33,0.0,0.0,908142,2523
Aluwihare_DNA8_bin.501.fa,0.0,0.0,0.0,611174,2963
Aluwihare_DNA8_bin.503.fa,0.0,0.0,0.0,209003,5064
Aluwihare_DNA8_bin.505.fa,7.01,0.0,0.0,419353,5627
Aluwihare_DNA8_bin.508.fa,31.89,2.25,0.0,1036700,2408
Aluwihare_DNA8_bin.513.fa,19.44,0.0,0.0,904814,3064
Aluwihare_DNA8_bin.517.fa,2.68,0.14,0.0,212455,3350
Aluwihare_DNA8_bin.518.fa,0.0,0.0,0.0,267917,5272
Aluwihare_DNA8_bin.52.fa,4.84,0.22,0.0,291422,5189
Aluwihare_DNA8_bin.54.fa,76.8,1.71,50.0,1923052,9102
Aluwihare_DNA8_bin.65.fa,24.47,0.0,0.0,788644,2455
Aluwihare_DNA8_bin.67.fa,14.04,0.0,0.0,265247,2808
Aluwihare_DNA8_bin.68.fa,30.34,3.45,0.0,1586656,2112
Aluwihare_DNA8_bin.71.fa,58.9,6.77,10.53,1537208,1845
Aluwihare_DNA8_bin.73.fa,2.68,0.0,0.0,330497,3658
Aluwihare_DNA8_bin.82.fa,1.15,0.0,0.0,373186,9403
Aluwihare_DNA8_bin.84.fa,83.21,2.76,46.15,1179353,12785
Aluwihare_DNA8_bin.86.fa,88.32,1.69,14.29,2408200,5924
Aluwihare_DNA8_bin.89.fa,62.08,3.19,21.43,2802349,3401
Aluwihare_DNA8_bin.90.fa,20.69,1.72,100.0,257423,3894
Aluwihare_DNA8_bin.92.fa,4.6,0.5,0.0,224602,3974
Aluwihare_DNA8_bin.94.fa,8.33,4.17,0.0,1037117,2380
Aluwihare_DNA8_bin.99.fa,4.71,1.01,0.0,1753801,2612
